student_id,attendance,internal1,internal2,assignments,study_hours,previous_marks,final_score
S2560,74.68,54.55,65.08,87.11,0.21,69.22,67.37
S2561,63.79,84.23,41.43,60.5,2.93,72.8,59.73
S2562,38.64,56.52,40.67,53.72,3.19,49.29,43.16
S2563,88.26,86.49,90.89,57.8,4.04,43.43,73.37
S2564,86.05,59.61,81.25,41.09,1.54,61.01,57.6
S2565,70.78,72.73,61.93,70.81,4.72,98.45,64.45
S2566,76.0,86.55,65.33,54.55,0.44,51.07,61.89
S2567,82.74,56.52,57.54,85.73,0.69,84.96,69.38
S2568,51.56,63.93,72.26,82.8,0.35,91.94,70.19
S2569,67.06,83.2,49.83,100.0,3.83,65.77,65.49
S2570,86.91,57.61,79.89,77.33,0.62,53.44,60.21
S2571,56.19,36.22,57.44,80.41,0.41,73.72,52.63
S2572,79.4,98.57,54.44,98.0,2.34,68.31,85.23
S2573,54.65,51.54,62.39,57.45,0.19,50.4,44.46
S2574,82.0,62.86,51.36,40.23,0.11,53.8,60.13
S2575,74.47,80.81,67.92,74.0,0.27,72.71,74.88
S2576,50.77,49.05,52.33,41.55,0.0,80.87,45.13
S2577,92.47,41.86,70.43,100.0,2.87,59.51,63.76
S2578,63.98,64.57,83.89,99.11,1.98,63.82,71.38
S2579,62.85,27.72,49.05,100.0,0.57,76.37,56.11
S2580,78.01,54.82,59.65,71.25,0.64,62.07,63.78
S2581,92.23,64.41,70.3,81.01,4.0,59.91,82.58
S2582,59.76,55.14,54.15,60.81,1.67,52.16,52.98
S2583,75.93,32.22,70.36,87.66,2.88,51.86,52.12
S2584,81.43,88.7,72.0,45.69,1.45,100.0,70.47
S2585,85.4,61.86,81.5,19.14,0.65,61.66,60.83
S2586,77.65,85.76,51.09,54.19,8.45,88.21,75.56
S2587,69.49,55.32,45.03,40.89,2.0,93.63,52.76
S2588,62.59,44.16,56.46,99.56,0.34,61.88,54.61
S2589,76.29,64.85,44.58,100.0,1.25,71.26,55.48
S2590,58.92,56.12,72.16,41.94,0.96,66.74,57.11
S2591,31.18,38.8,41.09,95.83,0.58,37.59,62.29
S2592,81.55,86.46,100.0,89.03,6.5,38.62,76.81
S2593,88.56,48.8,85.33,38.6,5.11,65.83,66.6
S2594,39.56,26.88,62.23,62.19,0.53,57.78,39.8
S2595,59.85,83.91,77.61,58.4,1.04,97.16,58.58
S2596,84.29,50.92,32.54,84.96,3.45,60.98,60.94
S2597,100.0,49.06,100.0,45.42,0.56,98.17,71.89
S2598,75.31,28.22,51.38,68.02,2.15,56.9,37.4
S2599,64.08,91.34,59.83,56.28,2.89,97.51,75.55
S2600,72.26,36.79,28.59,79.47,2.55,73.61,54.19
S2601,95.62,61.05,70.75,65.66,2.94,74.58,69.49
S2602,65.31,76.43,42.09,59.3,2.94,56.3,53.49
S2603,63.01,67.59,63.83,65.73,8.03,74.81,65.83
S2604,67.76,58.93,52.2,100.0,1.02,93.78,66.76
S2605,60.7,29.37,42.6,61.66,5.06,62.54,50.01
S2606,76.84,45.42,47.52,49.18,0.05,59.23,57.53
S2607,99.37,63.38,66.06,81.67,0.82,60.81,77.24
S2608,79.85,45.83,38.93,67.13,0.12,92.54,68.33
S2609,71.21,63.66,48.52,41.7,2.53,79.54,50.69
S2610,70.62,72.27,73.94,100.0,0.25,89.61,67.55
S2611,51.55,77.33,100.0,62.95,4.49,70.33,69.24
S2612,88.25,37.93,70.6,62.44,2.5,65.67,56.27
S2613,73.83,99.54,45.49,73.2,0.07,72.21,61.99
S2614,72.29,73.81,55.39,100.0,3.01,83.19,71.59
S2615,100.0,59.97,62.57,36.41,4.75,60.8,68.83
S2616,79.48,79.61,55.71,75.52,2.6,88.27,76.04
S2617,63.72,100.0,78.26,100.0,0.07,71.22,72.59
S2618,68.6,34.1,65.91,72.57,4.68,24.09,55.57
S2619,92.23,55.95,78.34,45.29,3.16,80.02,67.75
S2620,76.7,17.19,56.34,57.63,1.14,43.37,47.54
S2621,53.43,63.47,85.86,74.14,0.96,79.61,57.89
S2622,88.79,66.58,59.0,96.62,1.57,80.33,64.96
S2623,64.98,59.3,44.52,63.21,4.84,70.61,59.97
S2624,100.0,48.22,100.0,86.53,0.7,74.24,70.4
S2625,91.2,23.11,29.15,41.29,0.26,83.68,37.28
S2626,68.29,66.72,48.7,41.13,4.8,56.57,54.19
S2627,94.22,86.2,50.71,60.34,0.06,78.49,76.6
S2628,76.02,49.36,100.0,98.76,5.81,84.77,58.3
S2629,87.79,67.92,94.52,71.38,0.88,94.92,73.34
S2630,82.27,31.77,88.89,75.8,1.7,46.2,65.59
S2631,62.3,68.23,56.05,75.56,0.34,71.94,48.19
S2632,65.35,52.92,100.0,92.18,5.58,48.65,67.12
S2633,90.45,46.28,68.63,57.8,3.33,47.93,53.88
S2634,69.98,46.31,79.59,83.77,6.19,71.1,59.4
S2635,68.95,52.91,65.23,53.38,2.76,66.32,54.47
S2636,60.67,66.88,61.11,100.0,0.49,84.47,57.72
S2637,81.35,36.38,57.47,53.99,0.88,59.12,46.32
S2638,100.0,52.85,58.23,52.35,1.6,62.72,61.79
S2639,58.99,59.25,72.95,80.99,2.24,68.6,74.68
S2640,75.36,40.22,68.61,71.6,6.26,50.35,64.06
S2641,96.18,92.34,61.43,76.54,1.16,52.71,78.2
S2642,73.81,44.64,89.17,74.55,2.91,83.97,71.03
S2643,81.79,47.95,8.6,48.19,7.79,55.67,44.26
S2644,59.06,42.39,71.18,100.0,0.4,85.1,63.05
S2645,81.42,92.37,74.92,87.87,4.77,75.32,83.5
S2646,72.19,69.95,82.65,97.18,1.31,38.69,72.64
S2647,89.79,43.14,60.83,59.43,3.16,74.02,62.31
S2648,92.81,79.91,65.74,78.33,0.83,73.88,75.01
S2649,100.0,63.61,79.75,73.95,0.98,72.19,87.25
S2650,83.69,64.63,88.84,92.56,0.07,62.59,76.83
S2651,79.89,53.8,56.59,93.2,8.53,49.02,63.31
S2652,77.92,46.51,66.81,73.86,4.03,87.89,63.58
S2653,69.7,66.08,92.21,39.64,0.24,63.27,55.15
S2654,80.08,50.19,23.77,100.0,12.0,49.98,74.89
S2655,70.57,92.7,49.58,81.12,2.23,72.78,76.28
S2656,77.53,37.15,88.39,57.83,4.61,52.37,61.21
S2657,94.76,87.65,81.67,78.13,0.17,48.87,87.33
S2658,59.9,58.0,71.4,39.78,1.18,58.62,57.07
S2659,92.1,65.38,53.93,91.11,2.66,53.69,64.67
S2660,94.76,75.0,46.13,40.58,0.27,49.49,64.52
S2661,73.23,48.66,51.36,65.58,1.61,78.71,59.22
S2662,43.17,75.56,89.86,74.89,1.4,63.06,67.15
S2663,65.88,11.26,50.69,90.78,0.58,86.29,43.18
S2664,94.45,47.04,63.83,72.13,0.86,50.47,57.22
S2665,74.66,43.37,48.43,82.7,8.2,35.63,66.02
S2666,60.01,37.44,77.17,69.44,0.82,67.53,65.66
S2667,67.43,56.13,52.3,69.36,0.58,96.55,67.38
S2668,87.61,66.94,60.24,71.71,1.84,74.03,79.73
S2669,83.2,72.65,31.7,66.22,2.67,100.0,66.4
S2670,71.42,64.34,32.96,36.27,3.1,70.65,54.41
S2671,69.5,48.02,62.14,54.63,3.37,69.0,50.71
S2672,69.12,66.64,38.15,74.9,0.09,28.36,48.87
S2673,61.16,62.24,99.89,65.02,1.2,72.28,53.37
S2674,99.23,76.85,24.89,66.88,3.57,67.87,61.83
S2675,70.17,73.98,47.6,63.53,5.65,58.07,47.67
S2676,93.26,60.55,62.3,52.73,2.21,62.67,69.65
S2677,97.82,43.85,55.43,60.14,0.13,63.84,62.11
S2678,89.97,48.25,42.13,63.86,1.21,61.94,44.79
S2679,68.53,50.1,44.76,70.1,0.19,100.0,55.57
S2680,81.06,54.33,44.17,77.87,3.31,58.7,70.97
S2681,74.64,64.82,56.84,66.39,0.16,67.88,59.06
S2682,61.44,72.87,97.13,49.41,0.49,58.13,56.84
S2683,79.87,59.08,63.4,42.04,1.29,78.32,48.53
S2684,57.31,60.29,83.29,100.0,1.49,68.0,55.06
S2685,92.82,62.58,71.13,47.4,1.25,60.24,66.92
S2686,68.03,50.71,82.05,59.63,1.49,32.26,53.87
S2687,78.02,43.34,11.6,80.34,3.0,69.14,48.85
S2688,79.25,28.4,56.52,77.22,1.11,59.74,52.33
S2689,71.12,47.49,85.53,80.42,1.9,63.97,62.95
S2690,83.8,68.52,51.71,61.15,0.87,44.9,51.73
S2691,67.88,47.35,93.72,74.77,1.05,89.37,67.76
S2692,88.07,55.72,88.71,71.23,2.28,79.56,62.15
S2693,54.81,68.4,53.56,63.76,1.62,89.32,52.86
S2694,76.9,69.37,52.94,74.91,3.08,84.5,70.98
S2695,100.0,40.57,43.76,91.11,1.97,75.07,66.28
S2696,60.0,77.95,50.67,69.56,3.91,45.58,61.78
S2697,64.83,80.29,39.81,69.69,1.41,96.34,73.92
S2698,82.71,39.66,69.72,91.36,1.62,49.23,61.63
S2699,77.69,45.17,35.79,89.23,2.66,60.44,56.5
S2700,80.26,81.44,72.87,100.0,0.6,77.02,72.34
S2701,82.34,57.36,73.31,34.88,1.17,77.86,57.66
S2702,84.52,20.04,32.1,88.1,2.35,74.73,47.36
S2703,91.65,34.81,89.9,82.03,0.07,58.2,66.52
S2704,81.15,55.51,71.24,52.29,1.38,54.68,61.77
S2705,71.38,39.07,75.49,75.03,2.19,100.0,65.57
S2706,85.09,52.56,48.34,91.02,8.21,64.33,66.03
S2707,100.0,60.58,73.2,53.42,5.03,62.25,74.07
S2708,73.01,86.32,82.28,78.85,0.79,52.87,69.66
S2709,60.38,54.77,60.23,87.43,1.7,69.16,56.52
S2710,91.61,79.31,98.03,48.58,0.14,68.37,67.0
S2711,73.19,85.72,62.79,67.15,0.66,64.72,55.58
S2712,42.41,85.82,82.53,76.02,3.58,71.49,73.38
S2713,87.71,65.13,67.27,54.08,0.32,94.98,61.98
S2714,66.97,24.66,72.54,52.42,0.72,54.88,44.34
S2715,73.64,68.29,31.92,67.3,6.92,65.73,56.08
S2716,79.98,78.87,68.68,86.03,4.17,53.99,68.22
S2717,77.86,58.54,48.77,82.87,3.65,70.01,72.02
S2718,85.64,91.4,46.76,52.77,4.8,55.34,62.92
S2719,68.47,75.48,93.39,83.04,3.32,56.07,86.42
S2720,82.7,70.23,58.15,53.28,0.31,40.19,58.9
S2721,71.11,79.55,43.94,37.8,1.74,66.66,68.03
S2722,86.08,66.0,55.54,62.66,1.41,72.31,68.53
S2723,84.23,15.13,38.59,92.46,0.89,96.63,57.95
S2724,60.97,51.02,87.81,83.12,4.31,72.98,74.4
S2725,91.29,81.55,49.48,69.97,1.5,57.36,72.74
S2726,66.96,45.46,71.53,61.67,0.15,41.89,57.46
S2727,87.12,55.98,86.41,62.2,0.77,44.24,78.3
S2728,80.51,41.19,53.0,72.18,0.62,42.97,51.41
S2729,100.0,92.11,71.58,48.63,5.24,96.93,71.38
S2730,71.65,90.27,43.46,63.04,2.5,69.89,58.3
S2731,69.76,44.09,100.0,65.69,1.97,55.09,73.12
S2732,74.71,62.65,78.85,42.98,1.7,48.68,67.85
S2733,70.45,47.75,58.53,53.23,2.52,50.45,50.01
S2734,87.0,71.07,48.09,78.21,3.37,54.64,50.34
S2735,50.76,69.17,59.95,70.19,1.94,87.38,57.51
S2736,59.19,74.61,55.88,63.82,6.68,64.49,54.18
S2737,58.98,65.97,97.15,51.77,9.04,40.39,60.73
S2738,89.25,100.0,39.94,100.0,12.0,100.0,74.98
S2739,100.0,41.5,64.43,53.24,2.66,45.62,50.4
S2740,73.43,29.21,61.67,75.03,6.47,54.96,67.82
S2741,72.47,52.92,59.89,60.24,1.24,87.27,54.96
S2742,76.05,31.78,60.04,70.73,4.71,72.06,66.02
S2743,92.43,33.14,59.91,79.15,5.76,57.01,60.84
S2744,61.09,41.98,77.72,42.59,5.63,44.07,46.04
S2745,78.58,43.4,72.96,69.87,4.26,48.57,63.44
S2746,89.63,42.82,69.54,93.81,1.25,49.59,62.19
S2747,82.52,69.33,7.39,100.0,0.42,65.12,56.45
S2748,77.84,50.89,67.4,67.4,0.98,68.25,61.41
S2749,90.02,56.77,32.2,70.83,3.5,62.47,54.05
S2750,34.45,76.1,73.63,100.0,0.64,64.33,50.58
S2751,85.17,46.21,88.54,92.7,1.56,47.14,67.33
S2752,65.19,55.24,45.33,57.65,2.0,69.98,58.84
S2753,47.54,66.58,57.29,57.62,2.22,86.77,49.68
S2754,82.67,25.05,51.21,89.13,6.59,62.23,59.73
S2755,95.6,17.07,84.24,49.78,2.6,61.9,68.15
S2756,72.94,66.23,63.71,91.75,3.7,66.41,65.94
S2757,89.29,68.86,93.11,76.69,2.09,84.01,76.18
S2758,99.18,97.16,69.45,80.35,4.3,49.79,77.63
S2759,94.72,62.85,66.36,64.87,0.73,89.66,64.49
S2760,99.6,74.76,63.23,57.4,0.57,72.16,62.65
S2761,86.13,56.48,76.72,99.24,6.26,65.49,66.8
S2762,76.13,65.35,30.72,65.07,2.84,85.63,60.2
S2763,50.97,90.01,63.54,61.78,2.67,44.9,63.09
S2764,71.31,21.77,60.74,68.4,1.51,73.87,57.56
S2765,62.35,67.45,75.06,73.86,1.13,72.32,60.69
S2766,100.0,98.44,58.62,49.38,1.95,49.1,76.26
S2767,72.36,65.08,43.3,58.7,0.31,72.83,57.85
S2768,76.85,89.71,62.13,57.64,1.46,69.82,66.36
S2769,83.27,48.67,42.51,86.91,1.46,61.96,38.98
S2770,75.65,59.42,27.35,52.28,1.86,79.67,48.1
S2771,100.0,60.6,75.09,34.88,2.42,55.28,54.98
S2772,65.66,20.08,72.42,30.66,7.57,69.6,54.02
S2773,77.92,38.97,70.41,40.59,2.53,62.76,55.56
S2774,63.86,40.26,85.45,97.23,5.16,54.55,57.3
S2775,55.2,74.8,50.03,70.32,1.95,73.55,59.47
S2776,65.82,75.7,36.24,80.02,2.37,61.47,49.64
S2777,74.44,65.83,60.74,80.73,0.17,39.96,53.86
S2778,68.56,74.83,55.74,71.12,0.34,34.38,53.27
S2779,64.61,57.05,46.84,68.5,2.08,78.41,59.33
S2780,53.91,81.63,60.56,90.89,1.21,44.25,68.98
S2781,73.75,60.16,50.99,72.92,3.85,69.75,56.99
S2782,52.43,61.04,28.95,97.98,1.88,65.93,61.27
S2783,86.4,55.22,54.06,82.42,5.13,58.73,64.54
S2784,76.24,72.32,41.55,57.64,8.61,98.26,66.03
S2785,53.14,52.42,66.17,60.06,0.38,68.05,52.62
S2786,70.36,77.58,50.19,55.45,1.21,77.85,58.66
S2787,63.72,39.62,82.01,94.35,2.62,69.84,65.34
S2788,79.79,40.22,90.87,61.9,0.87,61.06,66.44
S2789,95.11,72.37,74.23,54.03,0.75,64.68,62.73
S2790,46.87,58.41,34.08,76.4,4.03,89.8,51.54
S2791,76.73,51.83,89.09,68.06,9.43,83.5,80.66
S2792,72.6,76.02,90.36,75.89,3.57,98.18,75.48
S2793,85.07,49.07,62.34,100.0,1.78,68.77,68.04
S2794,78.2,56.4,85.81,88.26,1.4,50.09,73.94
S2795,63.72,85.19,52.07,70.54,1.86,57.51,57.64
S2796,70.21,87.7,28.41,41.83,1.49,44.81,52.07
S2797,63.06,88.3,48.31,60.0,1.68,78.04,65.63
S2798,91.14,54.92,93.13,84.22,0.55,55.04,78.24
S2799,75.32,82.15,35.16,46.58,5.62,13.06,39.2
S2800,100.0,42.92,61.99,100.0,3.37,100.0,68.25
S2801,74.09,43.68,62.61,70.29,2.74,55.3,51.23
S2802,64.37,17.69,52.77,70.98,7.19,55.2,49.2
S2803,52.29,90.11,54.02,56.67,0.8,93.42,54.61
S2804,47.95,44.45,63.3,79.93,0.2,44.46,54.06
S2805,51.24,57.72,51.88,46.84,4.2,84.32,53.32
S2806,79.01,43.61,36.4,100.0,12.0,55.01,67.59
S2807,82.63,72.51,65.87,96.35,2.07,42.5,73.79
S2808,51.28,53.24,81.32,89.69,0.15,94.0,66.73
S2809,88.43,36.51,77.65,42.19,3.64,80.69,59.14
S2810,67.75,67.95,47.42,74.11,0.18,80.64,59.91
S2811,77.2,34.19,39.48,94.18,1.86,71.25,53.45
S2812,99.18,44.93,56.88,81.86,0.78,75.18,57.16
S2813,88.45,22.08,90.22,49.96,5.92,44.05,65.15
S2814,70.97,34.37,73.62,57.0,1.44,66.9,54.8
S2815,61.63,63.21,74.67,60.96,5.49,49.21,50.78
S2816,42.72,24.64,78.02,57.93,0.85,41.39,47.69
S2817,64.21,33.34,69.57,100.0,1.18,71.99,58.08
S2818,71.83,59.96,64.17,31.58,7.06,84.69,47.16
S2819,60.19,50.22,73.92,83.12,0.54,58.48,50.22
S2820,73.03,95.86,52.17,44.15,2.07,61.4,57.46
S2821,76.15,93.01,36.54,50.77,1.18,45.65,58.98
S2822,71.63,44.38,75.01,29.81,3.57,65.12,59.28
S2823,65.25,70.03,84.28,59.02,0.33,77.92,68.51
S2824,77.53,73.49,41.87,100.0,1.38,78.46,69.61
S2825,81.63,49.25,76.79,75.3,2.88,74.27,65.57
S2826,58.64,33.08,92.25,46.03,1.25,54.49,63.04
S2827,96.16,59.78,61.96,90.34,0.14,53.95,71.61
S2828,73.52,56.89,47.28,94.63,2.93,78.52,64.06
S2829,75.28,52.16,64.21,72.08,1.68,78.8,65.03
S2830,85.62,67.96,52.09,100.0,0.03,62.08,64.24
S2831,78.5,46.49,50.9,86.43,2.28,57.76,58.64
S2832,89.3,39.26,69.8,83.65,6.06,84.84,55.71
S2833,79.31,61.96,33.13,53.93,0.28,58.88,50.64
S2834,65.81,66.95,36.01,82.55,2.14,77.68,68.83
S2835,80.42,38.82,62.35,74.34,3.13,62.67,60.21
S2836,57.84,76.71,61.6,80.4,0.18,47.19,59.63
S2837,76.63,28.13,68.18,56.31,0.05,92.41,62.13
S2838,74.5,49.59,95.75,72.56,1.5,67.04,68.18
S2839,71.88,55.36,63.88,53.66,3.76,52.92,52.32
S2840,73.07,48.55,72.77,27.06,0.42,41.36,51.08
S2841,46.77,49.83,44.44,89.97,4.35,43.07,43.71
S2842,66.77,93.68,75.82,39.95,2.57,58.66,64.84
S2843,76.39,44.68,52.52,72.14,0.97,97.73,54.59
S2844,77.4,100.0,63.29,76.66,1.74,55.06,75.45
S2845,59.58,67.87,60.04,76.53,8.09,89.61,61.9
S2846,93.99,61.66,80.59,64.34,0.59,62.78,63.22
S2847,62.01,68.57,38.42,75.42,1.66,44.92,52.86
S2848,89.54,100.0,20.9,79.42,2.35,56.96,67.54
S2849,81.41,42.12,58.16,84.7,0.36,43.22,50.37
S2850,65.31,39.83,70.43,100.0,0.11,50.45,55.35
S2851,100.0,46.41,64.74,74.68,0.03,49.94,64.07
S2852,57.1,60.58,84.18,71.28,0.94,32.64,65.68
S2853,88.79,28.94,69.87,51.87,0.18,90.72,43.73
S2854,90.01,60.4,51.85,78.72,3.91,68.59,69.26
S2855,64.94,90.48,20.14,83.35,12.0,53.33,59.89
S2856,95.89,62.73,57.73,66.15,0.15,68.77,61.97
S2857,71.25,54.73,80.5,80.89,1.36,50.8,58.67
S2858,79.33,48.87,54.94,64.15,0.06,19.59,50.03
S2859,78.9,76.17,62.51,83.42,0.35,100.0,73.87
S2860,72.99,45.14,69.58,88.25,0.94,68.22,58.5
S2861,87.16,93.24,43.72,87.97,1.2,54.99,78.43
S2862,86.9,94.8,73.22,72.36,6.74,32.12,76.51
S2863,48.77,64.62,91.47,49.2,1.21,39.6,56.54
S2864,94.57,59.79,58.89,57.76,1.65,93.13,65.18
S2865,50.06,78.55,41.68,81.9,0.68,90.53,65.38
S2866,90.49,79.71,60.8,100.0,0.0,77.8,81.52
S2867,91.9,45.49,21.96,63.19,5.51,46.04,46.33
S2868,58.64,50.52,68.06,79.12,0.2,90.67,55.2
S2869,68.84,36.2,70.14,58.88,7.99,72.65,62.38
S2870,58.41,67.36,92.16,50.52,0.34,76.13,67.49
S2871,71.78,72.0,58.51,56.47,2.23,72.58,59.09
S2872,70.38,35.7,69.35,28.35,12.0,39.38,48.34
S2873,86.69,51.81,46.5,97.07,0.36,44.63,61.01
S2874,94.65,35.75,55.58,25.4,1.32,56.33,60.89
S2875,95.94,43.82,34.55,64.72,3.64,75.94,59.03
S2876,66.57,69.92,58.49,46.44,0.08,41.53,45.9
S2877,71.86,46.8,56.5,52.31,2.81,62.02,54.74
S2878,49.75,54.59,67.39,97.53,0.2,62.0,62.46
S2879,62.91,30.71,50.78,74.02,0.65,78.48,50.69
S2880,89.47,63.37,63.5,50.69,0.42,76.47,70.75
S2881,99.23,59.2,56.0,58.21,5.71,47.83,69.41
S2882,56.48,46.88,56.03,54.69,0.48,89.59,51.73
S2883,66.11,56.6,63.45,69.13,0.1,45.22,55.74
S2884,74.6,63.25,62.73,73.46,2.13,83.57,53.23
S2885,79.2,45.33,75.7,100.0,1.02,55.65,72.34
S2886,62.86,33.43,59.83,31.67,1.25,67.79,44.54
S2887,81.36,92.5,55.7,69.3,0.3,68.84,65.01
S2888,67.89,48.6,58.75,63.69,3.31,68.36,53.19
S2889,74.78,58.26,49.14,88.93,2.21,76.47,65.01
S2890,83.19,78.2,55.52,77.1,1.09,71.65,60.04
S2891,75.1,100.0,98.56,81.81,0.45,78.32,72.91
S2892,68.45,37.6,45.57,76.9,2.16,72.9,53.34
S2893,73.36,68.1,56.98,51.36,3.62,43.5,53.46
S2894,73.67,47.26,55.03,94.23,0.9,69.59,62.43
S2895,69.45,50.3,57.55,85.97,0.06,55.41,53.86
S2896,71.12,47.04,56.04,88.31,0.58,46.14,66.11
S2897,98.98,39.74,67.03,95.28,2.75,60.07,71.93
S2898,83.41,59.26,31.22,78.35,10.84,68.12,67.02
S2899,70.57,33.46,80.67,99.62,0.03,69.24,58.72
S2900,85.45,77.04,73.39,77.55,0.88,82.95,86.25
S2901,69.99,60.99,39.63,65.62,0.15,87.22,53.63
S2902,92.6,67.6,21.16,69.87,0.91,70.72,54.63
S2903,80.54,51.61,44.41,69.52,1.25,73.79,62.01
S2904,73.39,53.39,57.63,59.61,6.09,66.62,60.37
S2905,81.72,65.18,100.0,100.0,0.2,78.04,71.46
S2906,51.44,39.05,71.78,75.93,3.6,73.28,68.72
S2907,58.1,53.56,29.46,71.89,1.21,64.07,54.78
S2908,57.09,44.53,49.59,77.77,4.0,100.0,56.79
S2909,77.14,43.97,61.04,100.0,1.73,55.71,76.13
S2910,100.0,22.02,66.57,47.37,0.1,89.73,63.71
S2911,100.0,84.11,38.33,53.1,7.01,41.98,65.09
S2912,84.57,47.64,59.57,42.39,0.21,78.83,70.62
S2913,82.51,80.94,49.08,65.35,2.19,89.42,70.42
S2914,47.98,79.24,42.13,74.91,5.04,32.58,56.98
S2915,66.86,36.85,66.67,60.69,0.2,67.36,51.04
S2916,63.18,40.41,75.93,59.21,1.94,77.16,56.93
S2917,65.69,100.0,77.14,72.85,4.17,69.28,69.33
S2918,72.48,91.52,72.34,59.96,10.3,71.43,80.82
S2919,67.92,59.43,53.05,76.2,3.09,67.32,49.53
S2920,45.31,64.63,74.86,92.28,0.78,46.4,66.3
S2921,86.22,48.64,67.56,83.54,2.89,100.0,63.51
S2922,58.91,67.78,64.41,87.62,2.94,56.44,61.07
S2923,78.59,47.09,50.99,91.72,2.89,72.38,59.93
S2924,100.0,23.42,53.06,75.66,4.62,54.0,56.23
S2925,61.21,36.21,63.33,66.83,0.22,26.31,52.11
S2926,37.05,60.38,100.0,54.55,0.28,49.28,54.56
S2927,70.71,39.64,67.42,62.18,2.46,40.39,49.68
S2928,91.51,58.79,51.0,59.53,7.38,83.56,66.74
S2929,100.0,40.66,47.02,84.63,1.5,54.68,57.27
S2930,56.56,45.92,53.15,76.94,7.76,56.26,51.77
S2931,82.45,75.36,100.0,83.94,6.68,46.91,67.32
S2932,68.02,64.45,54.81,46.79,5.6,66.6,54.63
S2933,73.41,59.83,78.32,98.63,5.78,52.82,71.91
S2934,100.0,75.82,55.23,61.46,5.49,81.87,71.58
S2935,52.46,68.65,66.7,48.0,4.11,70.13,67.35
S2936,78.81,86.04,76.25,61.22,2.85,55.28,83.97
S2937,82.02,51.72,51.71,100.0,0.06,79.45,61.38
S2938,91.29,52.27,50.46,62.25,0.34,65.13,54.39
S2939,76.47,36.58,91.86,63.5,0.35,65.37,67.82
S2940,79.62,52.28,79.72,66.16,0.06,40.14,62.28
S2941,69.13,77.37,76.23,67.03,0.3,63.79,71.4
S2942,79.04,83.4,76.17,54.37,6.05,70.47,72.3
S2943,69.85,77.29,70.27,72.86,2.62,87.67,66.81
S2944,84.32,27.7,98.32,91.51,0.9,52.22,64.55
S2945,69.46,79.5,62.79,76.29,3.78,100.0,71.75
S2946,80.66,26.91,72.39,47.78,1.61,74.47,54.17
S2947,74.56,76.17,35.88,63.11,0.37,39.17,61.94
S2948,91.89,53.38,47.15,58.97,5.18,50.63,51.76
S2949,74.23,72.65,40.39,71.06,0.99,89.16,68.52
S2950,48.4,36.02,84.93,96.61,2.88,86.13,49.6
S2951,93.93,81.08,16.05,67.02,0.82,65.31,60.78
S2952,61.41,33.63,54.76,68.24,1.66,67.55,48.87
S2953,65.19,47.97,8.11,100.0,4.07,45.2,39.97
S2954,66.07,42.03,47.04,87.52,0.41,87.46,44.05
S2955,95.62,28.42,53.16,81.48,9.08,48.21,55.22
S2956,42.96,61.7,86.93,100.0,0.17,79.36,63.76
S2957,100.0,92.51,69.14,79.8,1.83,87.98,75.4
S2958,90.84,100.0,47.0,30.27,5.95,65.82,59.96
S2959,78.35,61.75,81.19,86.65,6.99,81.45,80.93
S2960,74.18,80.1,62.32,38.16,0.63,96.41,55.32
S2961,79.28,64.18,62.68,79.04,0.37,69.56,68.26
S2962,82.82,68.98,40.35,35.73,3.09,62.02,50.34
S2963,84.68,53.84,44.18,60.66,0.1,63.86,49.57
S2964,83.33,63.51,47.15,62.72,1.59,52.37,54.78
S2965,76.34,69.67,62.84,54.6,3.82,51.99,64.61
S2966,72.04,49.59,63.4,63.02,1.97,72.52,50.07
S2967,72.73,58.61,89.79,90.65,0.5,62.21,69.66
S2968,72.08,58.95,68.93,55.72,1.6,70.57,54.05
S2969,92.01,74.88,13.26,80.9,6.1,39.67,55.1
S2970,83.9,40.81,66.73,50.69,2.3,63.43,59.99
S2971,30.89,59.07,35.9,66.21,3.07,82.51,59.48
S2972,84.84,94.42,44.61,76.48,0.98,45.98,60.11
S2973,77.92,80.95,47.38,50.07,0.5,65.28,63.76
S2974,74.72,84.29,50.06,43.77,0.71,33.47,53.94
S2975,69.17,60.44,37.25,79.84,1.83,42.81,51.15
S2976,91.86,65.78,65.66,92.46,0.79,78.73,77.82
S2977,89.21,78.04,36.61,68.42,1.87,59.74,57.35
S2978,63.41,88.08,68.42,60.85,2.95,95.98,60.43
S2979,81.11,24.87,100.0,73.11,3.18,72.35,67.8
S2980,60.43,36.32,38.07,71.11,0.43,74.02,57.84
S2981,54.31,83.57,56.88,74.86,3.33,46.7,63.73
S2982,65.6,55.02,16.58,19.44,2.68,58.45,32.38
S2983,87.94,47.91,56.58,48.62,0.03,52.55,51.75
S2984,89.3,37.43,73.57,53.1,0.15,46.89,63.13
S2985,82.7,50.01,74.97,73.02,2.49,76.29,74.99
S2986,85.88,34.76,63.39,73.72,1.16,79.7,62.08
S2987,82.74,97.64,78.01,82.72,0.38,71.78,72.12
S2988,65.38,59.6,100.0,75.15,0.11,50.92,74.56
S2989,81.48,58.96,92.82,43.99,0.42,70.62,64.15
S2990,87.01,70.59,52.59,98.94,7.58,32.48,64.63
S2991,86.31,77.32,35.88,95.44,3.12,87.49,64.19
S2992,92.83,77.03,54.69,44.84,1.8,42.93,54.3
S2993,85.62,79.33,44.95,76.65,6.81,45.95,82.76
S2994,80.27,48.64,70.12,58.09,2.32,66.96,68.92
S2995,91.05,54.64,40.74,72.78,3.1,68.47,57.22
